,,,,,,,,,,,,
회사명,종목코드,사업연도,결산월,업종,업종별,주식배당,현금배당,,,,,
,,,,,배당율,(배당기준일),액면가,기말주식수,주당배당금,배당성향,총배당금액,시가배당률
삼양사,145990,2021,12,음식료품,1.34,-,"5,000","10,313,449","1,250",22.279,"12,564,028,500",2.000
삼양식품,003230,2021,12,음식료품,1.34,-,"5,000","7,533,015","1,000",13.295,"7,532,606,000",1.100
삼양옵틱스,225190,2021,12,의료·정밀기기,0.32,-,500,"10,119,900",900,85.521,"9,078,858,000",8.100
삼양통상,002170,2021,12,-,-,-,"5,000","3,000,000","1,250",10.748,"3,561,781,250",-
삼양패키징,272550,2021,12,화학,1.1,-,"5,000","14,209,804","1,000",46.894 *,"14,209,804,000",4.000
삼양홀딩스,000070,2021,12,금융업,2.61,-,"5,000","8,564,271","3,000",8.477,"23,233,752,650",3.000
삼영무역,002810,2021,12,유통업,1.59,-,500,"18,466,948",550,21.585,"9,695,457,200",3.700
삼영에스앤씨,361670,2021,12,일반전기전자,0.23,-,500,"5,667,658",-,-,-,-
삼영엠텍,054540,2021,12,금속,0.87,-,500,"13,000,000",70,-10.979,"849,100,000",1.580
삼영이엔씨,065570,2021,12,통신장비,0.28,-,500,"10,794,010",-,-,-,-
삼영전자공업,005680,2021,12,전기전자,2.7,-,500,"20,000,000",300,35.232,"6,000,000,000",2.690
삼영화학공업,003720,2021,12,화학,1.1,-,500,"34,000,000",-,-,-,-
삼원강재,023000,2021,12,운수장비,1.02,-,500,"40,000,000",105,47.395 *,"4,172,695,380",3.240
삼익THK,004380,2021,12,기계,0.76,-,500,"21,000,000",300,52.574 *,"6,210,000,000",2.300
삼익악기,002450,2021,12,-,-,-,500,"90,530,915",50,17.452,"4,147,203,300",2.700
삼일,032280,2021,12,운송,0.46,-,"1,000","16,213,590",30,-17.876 *,"465,321,600",1.100
삼일기업공사,002290,2021,12,건설,1.48,-,500,"12,400,000",100,42.062 *,"1,240,000,000",2.300
삼일씨엔에스,004440,2021,12,비금속광물,1.8,-,"1,000","12,731,947",-,-,-,-
삼일제약,000520,2021,12,의약품,0.12,-,500,"13,537,283",80,-18.724,"1,001,152,400",1.000
삼정펄프,009770,2021,12,종이목재,1.49,-,"5,000","2,499,971","1,000",32.834 *,"2,499,971,000",3.500
삼지전자,037460,2021,12,통신장비,0.28,-,500,"16,318,522",400,10.004,"6,134,204,800",3.300
삼진,032750,2021,12,일반전기전자,0.23,0.2 / (2021-12-31),500,"6,000,000",100,6.238,"600,000,000",0.800
삼진엘앤디,054090,2021,12,IT부품,0.36,-,500,"24,959,232",50,125.440,"1,239,348,650",1.500
삼진제약,005500,2021,12,의약품,0.12,-,"1,000","13,900,000",800,34.651 *,"9,842,257,600",3.000
삼천당제약,000250,2021,12,제약,0.3,-,500,"22,768,041",-,-,-,-
삼천리,004690,2021,12,전기가스업,4.22,-,"5,000","4,055,025","3,000",14.445,"10,272,075,000",3.300
삼천리자전거,024950,2021,12,유통,0.36,-,500,"13,273,577",150,41.676,"1,815,400,200",1.450
삼표시멘트,038500,2021,12,비금속,0.88,-,500,"107,916,306",75,39.594,"8,051,516,400",1.600
삼현철강,017480,2021,12,금속,0.87,-,500,"15,702,890",300,18.243 *,"4,632,867,000",5.100
삼호개발,010960,2021,12,건설업,1.63,-,500,"25,000,000",190,30.503,"4,248,400,000",3.760
삼화네트웍스,046390,2021,12,오락·문화,0.04,-,200,"43,172,933",-,-,-,-
삼화왕관,004450,2021,12,기계,0.76,-,"5,000","2,154,379","1,250",96.167,"1,367,487,750",2.830
삼화전기,009470,2021,12,전기전자,2.7,-,"1,000","6,613,820",300,12.828,"1,984,146,000",1.000
삼화전자공업,011230,2021,12,전기전자,2.7,-,"1,000","10,457,940",-,-,-,-
삼화콘덴서공업,001820,2021,12,전기전자,2.7,-,"1,000","10,395,000",500,17.927,"5,130,437,500",0.900
삼화페인트공업,000390,2021,12,화학,1.1,-,500,"27,203,469",100,-97.241,"2,359,067,000",1.200
상보,027580,2021,12,화학,0.41,-,500,"57,553,377",-,-,-,-
상상인,038540,2021,12,컴퓨터서비스,0.55,-,"1,000","55,328,313",100,5.352,"5,472,427,600",1.200
상상인인더스트리,101000,2021,12,기계·장비,0.53,-,500,"71,750,792",-,-,-,-
상상인제3호스팩,415580,2021,12,-,-,-,-,-,-,-,-,-
상상인증권,001290,2021,12,증권,3.64,-,"1,000","97,505,815",-,-,-,-
상신브레이크,041650,2021,12,운수장비,1.02,-,500,"21,471,450",80,14.928,"1,548,824,800",2.000
상신이디피,091580,2021,12,IT부품,0.36,-,500,"13,520,835",100,7.716,"1,352,083,500",0.700
상신전자,263810,2021,12,일반전기전자,0.23,-,500,"14,244,718",-,-,-,-
상아프론테크,089980,2021,12,화학,0.41,-,500,"15,989,037",200,33.532,"3,118,108,600",0.400
상지카일룸,042940,2021,12,건설,1.48,-,500,"82,716,377",-,-,-,-
새로닉스,042600,2021,12,IT부품,0.36,-,500,"12,423,574",-,-,-,-
새론오토모티브,075180,2021,12,운수장비,1.02,-,500,"19,200,000",140,19.164,"2,688,000,000",2.600
새빗켐,107600,2021,12,-,-,-,-,-,-,-,-,-
샘씨엔에스,252990,2021,12,반도체,0.42,-,500,"50,153,846",-,-,-,-
샘표,007540,2021,12,금융업,2.61,-,"1,000","2,875,800",200,1.931,"443,522,600",0.470
샘표식품,248170,2021,12,음식료품,1.34,-,500,"4,568,286",200,3.855,"913,319,200",0.440
서남,294630,2021,12,일반전기전자,0.23,-,500,"21,389,160",-,-,-,-
서린바이오,038070,2021,12,유통,0.36,0.0250473 / (2021-12-31),500,"8,300,676",100,5.064,"798,488,700",0.470
서부T&D,006730,2021,12,-,-,0.02 / (2021-12-31),500,"59,258,931",50,7.274,"2,851,935,200",0.600
서산,079650,2021,12,비금속,0.88,-,100,"20,000,000",-,-,-,-
서암기계공업,100660,2021,12,기계·장비,0.53,-,500,"12,600,000",35,34.643 *,"441,000,000",0.700
서연,007860,2021,12,금융업,2.61,-,500,"23,479,844",100,4.903,"2,170,728,600",0.810
서연이화,200880,2021,12,운수장비,1.02,-,500,"27,028,437",150,13.628,"4,053,412,650",2.100
서연탑메탈,019770,2021,12,기계·장비,0.53,-,500,"11,650,000",70,21.449,"815,500,000",1.000
서울도시가스,017390,2021,12,전기가스업,4.22,-,"5,000","5,000,000","1,750",79.556,"6,794,886,000",1.000
서울리거,043710,2021,12,유통,0.36,-,500,"39,111,384",-,-,-,-
서울바이오시스,092190,2021,12,IT부품,0.36,-,500,"38,223,653",59,10.647,"2,223,900,157",0.500
서울반도체,046890,2021,12,반도체,0.42,-,500,"58,305,400",460,42.170,"25,935,416,400",3.100
서울식품공업,004410,2021,12,음식료품,1.34,-,100,"372,316,535",-,-,-,-
서울옥션,063170,2021,12,유통,0.36,-,500,"16,917,500",200,19.921,"3,196,050,200",0.600
서울전자통신,027040,2021,12,유통,0.36,-,500,"69,588,847",-,-,-,-
서울제약,018680,2021,12,제약,0.3,-,500,"8,524,523",-,-,-,-
서원,021050,2021,12,철강금속,2.09,-,500,"47,474,590",15,5.739,"712,118,850",0.800
서원인텍,093920,2021,12,IT부품,0.36,-,500,"18,600,000",350,38.557,"6,510,000,000",5.000
서전기전,189860,2021,12,일반전기전자,0.23,-,500,"9,698,780",-,-,-,-
서진시스템,178320,2021,12,통신장비,0.28,-,500,"18,790,321",300,14.600,"5,637,096,300",0.700
서진오토모티브,122690,2021,12,운송장비·부품,0.36,-,500,"19,541,246",-,-,-,-
서플러스글로벌,140070,2021,12,유통,0.36,-,100,"36,988,000",50,6.253,"1,743,067,950",1.160
서한,011370,2021,12,건설,1.48,-,500,"100,894,865",40,8.695 *,"4,035,794,600",2.400
서호전기,065710,2021,12,일반전기전자,0.23,-,500,"5,150,000","1,000",29.225,"5,087,122,000",4.700
서흥,008490,2021,12,화학,1.1,-,500,"11,569,113",500,9.376,"5,559,556,500",1.100
서희건설,035890,2021,12,건설,1.48,-,500,"229,808,457",50,8.021,"11,011,644,900",3.000
석경에이티,357550,2021,12,화학,0.41,-,500,"5,455,000",-,-,-,-
선광,003100,2021,12,운송,0.46,-,"1,000","6,600,000",350,8.409,"2,020,931,500",0.600
선도전기,007610,2021,12,전기전자,2.7,-,500,"18,000,000",-,-,-,-
선바이오,067370,2021,12,-,-,-,500,"11,682,816",-,-,-,-
선익시스템,171090,2021,12,반도체,0.42,-,500,"9,049,864",-,-,-,-
선진,136490,2021,12,음식료품,1.34,-,500,"23,779,604",100,5.607,"2,377,920,800",0.900
선진뷰티사이언스,086710,2021,12,화학,0.41,-,500,"6,115,650",20,7.502,"121,752,600",0.140
성광벤드,014620,2021,12,금속,0.87,-,500,"28,600,000",100,-229.865,"2,792,854,700",1.300
성도이엔지,037350,2021,12,기타서비스,0.5,-,500,"15,470,000",150,10.483,"2,130,450,000",2.680
성문전자,014910,2021,12,전기전자,2.7,-,500,"19,486,857",5,3.269,"97,215,645",0.010
성보화학,003080,2021,12,화학,1.1,-,500,"20,020,000",120,184.229,"2,359,976,880",3.000
성신양회,004980,2021,12,비금속광물,1.8,-,"5,000","24,516,073",200,76.923,"5,006,930,650",1.170
성안,011300,2021,12,섬유의복,0.53,-,500,"56,857,860",-,-,-,-
성우전자,081580,2021,12,IT부품,0.36,-,500,"15,508,143",50,13.886,"760,234,950",1.400
성우테크론,045300,2021,12,반도체,0.42,0.02 / (2021-12-31),500,"9,586,649",40,6.558,"369,288,720",0.750
성우하이텍,015750,2021,12,운송장비·부품,0.36,-,500,"80,000,000",80,16.393,"6,399,327,440",1.300
성일하이텍,365340,2021,12,-,-,-,-,-,-,-,-,-
성창기업지주,000180,2021,12,서비스업,0.43,-,500,"69,751,600",-,-,-,-
성창오토텍,080470,2021,12,운송장비·부품,0.36,-,500,"7,300,000",60,9.603,"438,000,000",0.700
성호전자,043260,2021,12,IT부품,0.36,-,500,"53,405,384",-,-,-,-
세경하이테크,148150,2021,12,일반전기전자,0.23,-,500,"11,784,281",100,5.185,"1,178,428,100",0.400
세기상사,002420,2021,12,서비스업,0.43,-,500,"4,075,920",-,-,-,-
세동,053060,2021,12,운송장비·부품,0.36,-,500,"17,459,007",-,-,-,-
세림B&G,340440,2021,12,화학,0.41,-,100,"25,062,484",-,-,-,-
세명전기,017510,2021,12,금속,0.87,-,500,"15,246,000",70,45.862 *,"1,067,220,000",1.700
세방,004360,2021,12,운수창고업,0.4,-,500,"19,308,690",200,8.455,"4,433,262,050",1.700
세방전지,004490,2021,12,전기전자,2.7,-,500,"14,000,000",600,9.437,"8,043,666,000",0.800
세보엠이씨,011560,2021,12,건설,1.48,-,500,"10,530,000",250,20.831,"2,501,142,000",3.600
세아메카닉스,396300,2021,12,-,-,-,-,-,-,-,-,-
세아베스틸지주,001430,2021,12,철강금속,2.09,-,"5,000","35,862,119","1,500",26.496,"48,664,970,400",7.360
세아제강,306200,2021,12,철강금속,2.09,-,"5,000","2,836,300","3,500",10.723 *,"9,800,350,000",3.600
세아제강지주,003030,2021,12,금융업,2.61,-,"5,000","4,141,657","1,750",3.120,"7,070,806,750",1.700
세아특수강,019440,2021,12,철강금속,2.09,-,"5,000","8,570,000","1,200",37.414,"10,013,842,800",7.400
세아홀딩스,058650,2021,12,철강금속,2.09,-,"5,000","4,000,000","2,750",7.378,"9,858,104,000",2.600
세우글로벌,013000,2021,12,유통업,1.59,-,500,"28,705,031",-,-,-,-
세운메디칼,100700,2021,12,제약,0.3,-,100,"43,800,000",50,16.961,"2,164,555,000",1.200
세원물산,024830,2021,12,운송장비·부품,0.36,-,500,"8,350,000",25,0.774 *,"208,750,000",0.400
세원이앤씨,091090,2021,12,기계,0.76,-,500,"145,949,072",-,-,-,-
세원정공,021820,2021,06,운수장비,0.96,-,500,"10,000,000",25,1.017,"250,000,000",0.310
세이브존I&C,067830,2021,12,유통업,1.59,-,"1,000","41,040,895",30,15.287 *,"1,132,938,960",1.030
세종공업,033530,2021,12,운수장비,1.02,-,500,"27,820,961",100,-25.114,"2,705,229,900",1.100
세종메디칼,258830,2021,12,의료·정밀기기,0.32,-,100,"40,666,445",-,-,-,-
세종텔레콤,036630,2021,12,통신서비스,0.68,-,500,"596,000,000",-,-,-,-
세중,039310,2021,12,기타서비스,0.5,-,500,"18,121,667",-,-,-,-
세진중공업,075580,2021,12,운수장비,1.02,-,500,"56,849,456",150,58.486,"8,223,116,100",2.600
세진티에스,067770,2021,12,IT부품,0.36,-,500,"8,396,593",-,-,-,-
세코닉스,053450,2021,12,의료·정밀기기,0.32,-,500,"14,792,803",-,-,-,-
세하,027970,2021,12,종이목재,1.49,-,"1,000","57,562,997",-,-,-,-
세화피앤씨,252500,2021,12,화학,0.41,-,100,"41,486,390",15,12.791 *,"622,295,850",0.990
센코,347000,2021,12,일반전기전자,0.23,-,500,"8,251,244",-,-,-,-
센트랄모텍,308170,2021,12,운수장비,1.02,-,500,"8,610,000",-,-,-,-
센트럴인사이트,012600,2021,12,기계,0.76,-,500,"15,060,392",-,-,-,-
셀레믹스,331920,2021,12,제약,0.3,-,500,"8,164,148",-,-,-,-
셀루메드,049180,2021,12,제약,0.3,-,500,"39,606,973",-,-,-,-
셀리드,299660,2021,12,기타서비스,0.5,-,500,"9,731,192",-,-,-,-
셀리버리,268600,2021,12,기타서비스,0.5,-,500,"17,333,799",-,-,-,-
셀바스AI,108860,2021,12,소프트웨어,0.32,-,500,"22,055,945",-,-,-,-
셀바스헬스케어,208370,2021,12,의료·정밀기기,0.32,-,500,"21,680,564",-,-,-,-
셀젠텍,258250,2021,12,-,-,-,500,"4,495,003",-,-,-,-
셀트리온,068270,2021,12,의약품,0.12,0.02 / (2021-12-31),"1,000","137,947,128",750,17.326,"102,467,998,500",0.400
셀트리온제약,068760,2021,12,제약,0.3,0.03 / (2021-12-31),500,"36,550,811",-,-,-,-
셀트리온헬스케어,091990,2021,12,유통,0.36,0.02 / (2021-12-31),"1,000","155,028,498",260,26.124,"39,855,996,180",0.300
소니드,060230,2021,12,IT부품,0.36,-,500,"86,644,077",-,-,-,-
소룩스,290690,2021,12,일반전기전자,0.23,-,100,"8,256,843",50,9.931 *,"412,842,150",0.500
소리바다,053110,2021,12,디지털컨텐츠,0.1,-,500,"4,940,349",-,-,-,-
소마젠,950200,2021,12,-,-,-,0,"19,133,553",-,-,-,-
소프트센,032680,2021,12,유통,0.36,-,500,"35,775,801",-,-,-,-
소프트캠프,258790,2021,12,출판·매체복제,0.32,-,100,"24,991,284",-,-,-,-
손오공,066910,2021,12,유통,0.36,-,500,"26,896,161",-,-,-,-
솔고바이오,043100,2021,12,의료·정밀기기,0.32,-,500,"60,759,208",-,-,-,-
솔루스첨단소재,336370,2021,12,전기전자,2.7,-,100,"30,589,758",100,"2,559.273","3,966,873,328",0.100
솔루에타,154040,2021,12,IT부품,0.36,-,500,"13,825,216",-,-,-,-
솔루엠,248070,2021,12,전기전자,2.7,-,500,"50,005,551",-,-,-,-
솔본,035610,2021,12,기타서비스,0.5,-,500,"27,345,997",-,-,-,-
솔브레인,357780,2021,12,화학,0.41,-,500,"7,778,566","1,950",9.949,"15,143,965,200",0.700
솔브레인홀딩스,036830,2021,12,기타서비스,0.5,-,500,"20,964,056",150,10.332,"3,099,238,950",0.400
솔트룩스,304100,2021,12,소프트웨어,0.32,-,500,"10,201,330",-,-,-,-
송원산업,004430,2021,12,화학,1.1,-,500,"24,000,000",200,6.741,"4,800,000,000",1.000
쇼박스,086980,2021,12,오락·문화,0.04,-,500,"62,600,000",-,-,-,-
수산아이앤티,050960,2021,12,출판·매체복제,0.32,-,500,"6,751,000",125,223.247,"843,875,000",0.800
수산인더스트리,126720,2021,12,-,-,-,-,-,-,-,-,-
수산중공업,017550,2021,12,기계,0.76,-,500,"53,985,163",10,4.739,"539,863,930",0.300
수젠텍,253840,2021,12,의료·정밀기기,0.32,-,500,"15,460,416",-,-,-,-
수프로,185190,2021,03,-,-,-,500,"3,695,450",-,-,-,-
슈프리마,236200,2021,12,일반전기전자,0.23,-,500,"7,193,273",-,-,-,-
슈프리마아이디,317770,2021,12,일반전기전자,0.23,-,500,"3,054,020",-,-,-,-
슈프리마에이치큐,094840,2021,12,컴퓨터서비스,0.55,-,500,"10,471,840",-,-,-,-
슈피겐코리아,192440,2021,12,IT부품,0.36,-,500,"6,216,363",840,11.240,"5,065,058,880",1.960
스마트솔루션즈,136510,2021,12,기계·장비,0.53,-,500,"28,903,180",-,-,-,-
스맥,099440,2021,12,기계·장비,0.53,-,500,"30,734,609",-,-,-,-
스카이문스테크놀로지,033790,2021,12,통신장비,0.28,-,500,"17,117,100",-,-,-,-
스카이이앤엠,131100,2021,06,유통,0.29,-,100,"41,281,205",-,-,-,-
스코넥,276040,2021,12,-,-,-,-,-,-,-,-,-
스킨앤스킨,159910,2021,12,반도체,0.42,-,100,"286,226,623",-,-,-,-
스타플렉스,115570,2021,12,화학,0.41,-,500,"7,984,508",-,-,-,-
스템랩,258540,2021,12,-,-,-,500,"5,213,970",-,-,-,-
스톤브릿지벤처스,330730,2021,12,-,-,-,-,-,-,-,-,-
스튜디오드래곤,253450,2021,12,오락·문화,0.04,-,500,"30,014,185",-,-,-,-
스튜디오산타클로스,204630,2021,12,오락·문화,0.04,-,100,"37,208,655",-,-,-,-
스틱인베스트먼트,026890,2021,12,전기전자,2.7,-,500,"41,678,175",150,9.741,"5,658,853,800",1.100
스페코,013810,2021,12,기계·장비,0.53,-,500,"14,655,470",50,40.687,"732,773,500",0.900
승일,049830,2021,12,금속,0.87,-,500,"6,132,112",170,25.890 *,"1,004,279,420",1.300
시공테크,020710,2021,12,기타서비스,0.5,-,500,"20,047,970",50,34.360,"973,753,250",0.800
시그네틱스,033170,2021,12,반도체,0.42,-,500,"85,728,319",-,-,-,-
시너지이노베이션,048870,2021,12,의료·정밀기기,0.32,-,500,"79,534,654",-,-,-,-
시노펙스,025320,2021,12,IT부품,0.36,-,500,"73,242,958",-,-,-,-
시디즈,134790,2021,12,-,-,-,500,"2,000,000",400,5.192 *,"671,583,200",0.650
시스웍,269620,2021,12,의료·정밀기기,0.32,-,100,"108,549,456",-,-,-,-
시큐브,131090,2021,12,소프트웨어,0.32,0.0512616 / (2021-12-31),100,"42,000,000",25,20.070,"975,389,400",1.800
시큐센,232830,2021,12,-,-,-,500,"9,509,032",-,-,-,-
시티랩스,139050,2021,12,컴퓨터서비스,0.55,-,500,"98,360,992",-,-,-,-
신대양제지,016590,2021,12,종이목재,1.49,-,"5,000","4,029,782","1,250",7.460,"4,508,658,750",1.500
신도기연,290520,2021,12,기계·장비,0.53,-,500,"8,061,280",-,-,-,-
신도리코,029530,2021,12,전기전자,2.7,-,"5,000","10,080,029","1,500",14.927,"14,245,885,500",4.560
신라교역,004970,2021,12,-,-,-,500,"16,000,000",500,17.725,"7,892,500,000",3.700
신라섬유,001000,2021,12,유통,0.36,-,100,"24,277,540",-,-,-,-
신라에스지,025870,2021,12,유통,0.36,-,500,"4,000,000",-,-,-,-
신라젠,215600,2021,12,기타서비스,0.5,-,500,"102,867,125",-,-,-,-
신성델타테크,065350,2021,12,일반전기전자,0.23,-,500,"27,483,948",120,9.906,"3,238,073,760",0.700
신성이엔지,011930,2021,12,전기전자,2.7,-,500,"204,094,355",-,-,-,-
신성통상,005390,2021,06,유통업,1.4,-,500,"143,708,390",-,-,-,-
신세계,004170,2021,12,유통업,1.59,-,"5,000","9,845,181","3,000",7.589,"29,509,221,000",1.210
신세계I&C,035510,2021,12,서비스업,0.43,-,"5,000","1,720,000","2,500",8.425 *,"3,286,452,500",1.300
신세계건설,034300,2021,12,건설업,1.63,-,"5,000","4,000,000",850,12.999 *,"3,400,000,000",2.500
신세계인터내셔날,031430,2021,12,유통업,1.59,-,"5,000","7,140,000","1,500",12.962,"10,710,000,000",1.020
신세계푸드,031440,2021,12,서비스업,0.43,-,"5,000","3,872,480",750,120.158,"2,904,218,250",0.900
신송홀딩스,006880,2021,12,유통업,1.59,-,500,"11,828,858",120,17.421,"1,300,831,680",2.300
신신제약,002800,2021,12,제약,0.3,-,500,"15,170,500",-,-,-,-
신영스팩6호,344050,2021,12,금융,1.34,-,100,"4,305,000",-,-,-,-
신영스팩7호,419270,2021,12,-,-,-,-,-,-,-,-,-
신영와코루,005800,2021,12,섬유의복,0.53,-,"5,000","900,000","1,500",20.795,"1,350,000,000",1.300
신영증권,001720,2021,03,증권,2.87,-,"5,000","9,386,237","4,000",16.999,"33,333,921,250",6.880
신원,009270,2021,12,섬유의복,0.53,-,500,"95,568,813",50,38.593,"4,058,431,350",1.900
신원종합개발,017000,2021,12,건설,1.48,-,"5,000","11,668,027",-,-,-,-
신일전자,002700,2021,12,유통업,1.59,-,500,"71,047,521",25,22.030 *,"1,757,295,700",1.190
신일제약,012790,2021,12,제약,0.3,0.03 / (2021-12-31),500,"11,217,186",100,16.186 *,"1,080,927,100",0.840
신진에스엠,138070,2021,12,금속,0.87,-,500,"8,972,183",120,22.298,"1,023,722,520",1.950
신테카바이오,226330,2021,12,출판·매체복제,0.32,-,500,"13,500,016",-,-,-,-
신풍제약,019170,2021,12,의약품,0.12,-,500,"52,984,990",-,-,-,-
신풍제지,002870,2021,12,종이목재,1.49,-,500,"34,958,700",60,-16.574,"1,662,382,800",2.700
신한제10호스팩,418210,2021,12,-,-,-,-,-,-,-,-,-
신한제6호스팩,333050,2021,12,금융,1.34,-,100,"5,010,000",-,-,-,-
신한제7호스팩,366330,2021,12,금융,1.34,-,100,"4,550,000",-,-,-,-
신한제8호스팩,393360,2021,12,금융,1.34,-,100,"7,350,000",-,-,-,-
신한제9호스팩,405640,2021,12,-,-,-,-,-,-,-,-,-
신한지주,055550,2021,12,금융업,2.61,-,"5,000","516,599,554","1,960",25.453,"1,046,787,397,040",5.200
신화인터텍,056700,2021,12,IT부품,0.36,-,500,"29,135,091",-,-,-,-
신화콘텍,187270,2021,12,IT부품,0.36,-,500,"10,143,845",-,-,-,-
신흥,004080,2021,12,유통업,1.59,-,500,"9,500,000",220,8.392,"1,128,668,280",1.370
신흥에스이씨,243840,2021,12,IT부품,0.36,-,"2,500","7,763,229",330,11.266,"3,003,632,610",0.500
실리콘투,257720,2021,12,유통,0.36,-,500,"10,024,764",-,-,-,-
심텍,222800,2021,12,반도체,0.42,-,500,"31,854,143",500,13.461,"15,922,938,500",1.100
심텍홀딩스,036710,2021,12,IT부품,0.36,-,500,"40,663,579",50,2.321,"2,473,550,900",1.200
싸이맥스,160980,2021,12,반도체,0.42,-,500,"10,924,243",400,17.043,"4,117,472,800",2.050
싸이버원,356890,2021,12,소프트웨어,0.32,-,500,"4,724,230",80,19.146 *,"377,938,400",0.600
싸이토젠,217330,2021,12,기타서비스,0.5,-,500,"5,812,377",-,-,-,-
쌍방울,102280,2021,12,섬유의복,0.53,-,500,"262,592,129",-,-,-,-
쌍용씨앤이,003410,2021,12,비금속광물,1.8,-,100,"503,859,595",440,118.847,"221,003,994,200",5.600
쌍용자동차,003620,2021,12,운수장비,1.02,-,"5,000","149,840,002",-,-,-,-
쌍용정보통신,010280,2021,12,컴퓨터서비스,0.55,-,500,"63,964,034",-,-,-,-
써니전자,004770,2021,12,전기전자,2.7,-,500,"34,845,011",-,-,-,-
